family,d,p,q,n,rho,method,method_description,credit,credit_evidence_grade,credit_evidence,extended_status,tie,tie_note,parent,chain_root,credit_note,moller_bound,at_moller_bound,err_float64,err_extended,err_float128,digits_shipped,sum_weights,sum_weights_minus_1,min_weight,max_node_norm,min_face_distance,source_file,source_sha256,source_tree,float64_origin
legendre,4,17,9,1078,0.636667,F,free nodes (no imposed symmetry),ours,host-provenance-index,"another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/L2ECON-LT0002.tsv (that machine's own log legendre_worker_d4p17.log), banked 2026-09-01T00:18:22; a cluster harvest ledger recorded this file as new to the bank — OSPool harvest ledger (cluster/finds_ospool.tsv), recorded new to the bank at the pull of 2026-09-02 19:12 UTC",twin-shipped,no-tie,"literature survey (publish/shared/literature_best.tsv, source key frontin2021): best published count 1384 for this cell, ours is 1078",unrecorded,unrecorded,"our own tooling produced this rule — another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/L2ECON-LT0002.tsv (that machine's own log legendre_worker_d4p17.log), banked 2026-09-01T00:18:22; a cluster harvest ledger recorded this file as new to the bank — OSPool harvest ledger (cluster/finds_ospool.tsv), recorded new to the bank at the pull of 2026-09-02 19:12 UTC. There is no entry in rules/literature.tsv and no node-level match against the published rules held locally, so this is our work",589,no,2.764716e-18,3.915017e-71,3.402300e-36,17+80,1,-2.765e-18,3.643559e-05,1.911743654,4.998475e-07,legendre_d4_p17_n1078.csv,36d568b973c52e36ce4cca5f27be468b0ef091e358f9e805e74fde38fb46167e,sync,twin-round-down
legendre,4,19,10,1612,0.633638,F,free nodes (no imposed symmetry),ours,cluster-find-ledger,"a cluster harvest ledger recorded this file as new to the bank — OSPool harvest ledger (cluster/finds_ospool.tsv), recorded new to the bank at the pull of 2026-09-06 20:44 UTC",twin-shipped,no-published-count-on-record,no published count for this cell is recorded in the repo,unrecorded,unrecorded,"our own tooling produced this rule — a cluster harvest ledger recorded this file as new to the bank — OSPool harvest ledger (cluster/finds_ospool.tsv), recorded new to the bank at the pull of 2026-09-06 20:44 UTC. There is no entry in rules/literature.tsv and no node-level match against the published rules held locally, so this is our work",840,no,4.992888e-18,2.745088e-70,1.916105e-36,17+80,1,+4.953e-18,2.058213e-05,1.92828058,4.997105e-07,legendre_d4_p19_n1612.csv,88da5e019964646399021a147e1148bae6ba2fe166bbb10b04a3c50ce777cc1f,sync,twin-round-down
legendre,4,21,11,2322,0.631063,F,free nodes (no imposed symmetry),ours,log-names-file,"a worker log names this exact file on a production line — pairbig_d4p21_s21.log: banked legendre_d4_p21_n2322.csv  (relative exactness 2.22e-15); another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/poppyrose.tsv (that machine's own log pairbig_d4p21_s21.log), banked 2026-09-18T08:13:20; rules/lineage records how we made it: promoted from symq/legendre_stage, staged by an earlier run of this tool (update_legendre.jl) (parent none)",twin-shipped,no-published-count-on-record,no published count for this cell is recorded in the repo,none,none,"our own tooling produced this rule — a worker log names this exact file on a production line — pairbig_d4p21_s21.log: banked legendre_d4_p21_n2322.csv  (relative exactness 2.22e-15); another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/poppyrose.tsv (that machine's own log pairbig_d4p21_s21.log), banked 2026-09-18T08:13:20; rules/lineage records how we made it: promoted from symq/legendre_stage, staged by an earlier run of this tool (update_legendre.jl) (parent none). There is no entry in rules/literature.tsv and no node-level match against the published rules held locally, so this is our work",1161,no,2.442843e-18,5.860483e-71,2.605963e-36,17+80,1,-2.443e-18,1.039722e-05,1.94110779,4.999426e-07,legendre_d4_p21_n2322.csv,e75c0d1752104edf8d72e9431b951c3868d412924908bef9a059661f7c036c69,sync,twin-round-down
legendre,4,23,12,3244,0.628911,F,free nodes (no imposed symmetry),ours,log-names-file,"a worker log names this exact file on a production line — pairbig_d4p23_s21.log: banked legendre_d4_p23_n3244.csv  (relative exactness 1.54e-13); another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/poppyrose.tsv (that machine's own log pairbig_d4p23_s21.log), banked 2026-09-18T13:22:59; rules/lineage records how we made it: promoted from symq/legendre_stage, staged by an earlier run of this tool (update_legendre.jl) (parent none)",twin-shipped,no-published-count-on-record,no published count for this cell is recorded in the repo,none,none,"our own tooling produced this rule — a worker log names this exact file on a production line — pairbig_d4p23_s21.log: banked legendre_d4_p23_n3244.csv  (relative exactness 1.54e-13); another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/poppyrose.tsv (that machine's own log pairbig_d4p23_s21.log), banked 2026-09-18T13:22:59; rules/lineage records how we made it: promoted from symq/legendre_stage, staged by an earlier run of this tool (update_legendre.jl) (parent none). There is no entry in rules/literature.tsv and no node-level match against the published rules held locally, so this is our work",1568,no,3.161829e-18,8.010976e-76,2.168787e-36,17+80,1,+1.965e-19,3.935392e-06,1.953482379,4.931160e-07,legendre_d4_p23_n3244.csv,e3353c64e2bdb25a8af07b6853d24b6275a243f42c01bdf8a3e0706b3699b8d5,sync,twin-round-down
legendre,5,1,1,1,1.000000,F,free nodes (no imposed symmetry),unrecorded,none,"no sidecar, worker-log or lineage evidence in either local tree",twin-shipped,no-tie,"literature survey (publish/shared/literature_best.tsv, source key stroud1971): best published count 10 for this cell, ours is 1",unrecorded,unrecorded,"no entry in rules/literature.tsv or rules/lineage/; the per-rule lineage ledger only starts 2026-09-10, so this rule's origin is genuinely unrecorded. No evidence for this cell in any source consulted either: no worker log naming the file, no per-host provenance index naming it (comms/provenance/, which is how the office desktop and the laptop report their own logs), no lineage entry, no cluster harvest ledger (OSPool and Roar finds ARE recorded there), no downgrade entry and no sidecar reaching this count. So this deposit does not show who made it, in either direction",1,yes,0.000000e+00,0.000000e+00,0.000000e+00,17+80,1,+0.000e+00,1.000000e+00,1.118033989,5.000000e-01,legendre_d5_p1_n1.csv,0c5a53d60fcf302f48ecdb8ee9adef8781db7777c27162ada6149c0201d47702,sync,twin-round-down
legendre,5,3,2,10,0.792447,F,free nodes (no imposed symmetry),ours,host-provenance-index,"another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/L2ECON-LT0002.tsv (that machine's own log legendre.log), banked 2026-09-11T14:38:02",twin-shipped,"unestablished:A. H. Stroud, Approximate Calculation of Multiple Integrals, Prentice-Hall, 1971.","per the literature survey (publish/shared/literature_best.tsv, source key stroud1971): our n=10 equals the best published count; UNESTABLISHED - the repo does not record a node-for-node comparison for this cell. Settled by comparing our banked rule with the published coordinates.",unrecorded,unrecorded,"our own tooling produced this rule — another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/L2ECON-LT0002.tsv (that machine's own log legendre.log), banked 2026-09-11T14:38:02. There is no entry in rules/literature.tsv and no node-level match against the published rules held locally, so this is our work",10,yes,2.122836e-17,4.112220e-77,3.230793e-35,17+80,1,+0.000e+00,8.502385e-02,1.613078325,4.996596e-07,legendre_d5_p3_n10.csv,b212cab6931b5ad621381ed0c3f4ba3b970acb1026a99b07853abe94b8c6c795,sync,twin-round-down
legendre,5,5,3,32,0.666667,F,free nodes (no imposed symmetry),ours,host-provenance-index,"another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/L2ECON-LT0002.tsv (that machine's own log legendre.log), banked 2026-09-11T14:38:02",twin-shipped,"unestablished:A. H. Stroud, Approximate Calculation of Multiple Integrals, Prentice-Hall, 1971.","per the literature survey (publish/shared/literature_best.tsv, source key stroud1971): our n=32 equals the best published count; UNESTABLISHED - the repo does not record a node-for-node comparison for this cell. Settled by comparing our banked rule with the published coordinates.",unrecorded,unrecorded,"our own tooling produced this rule — another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/L2ECON-LT0002.tsv (that machine's own log legendre.log), banked 2026-09-11T14:38:02. There is no entry in rules/literature.tsv and no node-level match against the published rules held locally, so this is our work",31,no,2.775558e-17,1.218832e-75,1.805559e-35,17+80,1,-2.776e-17,2.174715e-02,1.774396335,4.995998e-07,legendre_d5_p5_n32.csv,e298e28df9dae5a3e7c288b78c75272db2289b7d054b12834094413d9e0a8f2d,sync,twin-round-down
legendre,5,7,4,100,0.627972,F,free nodes (no imposed symmetry),ours,cluster-find-ledger,"a cluster harvest ledger recorded this file as new to the bank — OSPool harvest ledger (cluster/finds_ospool.tsv), recorded new to the bank at the pull of 2026-09-03 10:50 UTC; a cluster job log named this exact file on a production line — a job log on OSPool's access point named it (comms/provenance/clusters/ospool-ap40-logscan.tsv, log r15_14995692_316.out), banked 2026-09-02T16:30:39Z",twin-shipped,no-published-count-on-record,no published count for this cell is recorded in the repo,unrecorded,unrecorded,"our own tooling produced this rule — a cluster harvest ledger recorded this file as new to the bank — OSPool harvest ledger (cluster/finds_ospool.tsv), recorded new to the bank at the pull of 2026-09-03 10:50 UTC; a cluster job log named this exact file on a production line — a job log on OSPool's access point named it (comms/provenance/clusters/ospool-ap40-logscan.tsv, log r15_14995692_316.out), banked 2026-09-02T16:30:39Z. There is no entry in rules/literature.tsv and no node-level match against the published rules held locally, so this is our work",80,no,1.107417e-17,2.878664e-73,6.211470e-36,17+80,1,+6.939e-18,2.018937e-03,1.996886789,4.998545e-07,legendre_d5_p7_n100.csv,1fb541285d320f017590e0812f9515e4c81dc1c14b252af27eec9da16e31c2b1,sync,twin-round-down
legendre,5,9,5,266,0.610951,F,free nodes (no imposed symmetry),unrecorded,none,"no sidecar, worker-log or lineage evidence in either local tree",twin-shipped,no-published-count-on-record,no published count for this cell is recorded in the repo,unrecorded,unrecorded,"no entry in rules/literature.tsv or rules/lineage/; the per-rule lineage ledger only starts 2026-09-10, so this rule's origin is genuinely unrecorded. No evidence for this cell in any source consulted either: no worker log naming the file, no per-host provenance index naming it (comms/provenance/, which is how the office desktop and the laptop report their own logs), no lineage entry, no cluster harvest ledger (OSPool and Roar finds ARE recorded there), no downgrade entry and no sidecar reaching this count. So this deposit does not show who made it, in either direction",171,no,7.171422e-18,4.401077e-72,7.300902e-36,17+80,1,-8.674e-19,5.733282e-04,2.020560668,4.998369e-07,legendre_d5_p9_n266.csv,a23616467c8d6aaa4a0c97692a09475ec74023a9f5f5117ccb100130afb41a40,sync,twin-round-down
legendre,5,11,6,602,0.599471,F,free nodes (no imposed symmetry),ours,host-provenance-index,"another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/L2ECON-LT0002.tsv (that machine's own log legendre_worker_d5p11.log), banked 2026-08-31T06:07:34; a cluster harvest ledger recorded this file as new to the bank — OSPool harvest ledger (cluster/finds_ospool.tsv), recorded new to the bank at the pull of 2026-09-02 19:12 UTC",twin-shipped,no-published-count-on-record,no published count for this cell is recorded in the repo,unrecorded,unrecorded,"our own tooling produced this rule — another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/L2ECON-LT0002.tsv (that machine's own log legendre_worker_d5p11.log), banked 2026-08-31T06:07:34; a cluster harvest ledger recorded this file as new to the bank — OSPool harvest ledger (cluster/finds_ospool.tsv), recorded new to the bank at the pull of 2026-09-02 19:12 UTC. There is no entry in rules/literature.tsv and no node-level match against the published rules held locally, so this is our work",332,no,7.391248e-18,2.213092e-72,7.217912e-36,17+80,1,-8.674e-19,1.671805e-04,1.993752619,4.999195e-07,legendre_d5_p11_n602.csv,15da8b82c0c24248d4e6a4542d7d274eea1f9c508eebc4df15ba6d45728064ff,sync,twin-round-down
legendre,5,13,7,1212,0.591020,F,free nodes (no imposed symmetry),ours,log-names-file,"a worker log names this exact file on a production line — legendre_worker_d5p13.log: banked legendre_d5_p13_n1212.csv  (relative exactness 8.88e-16); another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/L2ECON-LT0002.tsv (that machine's own log legendre.log), banked 2026-09-11T14:38:02; a cluster harvest ledger recorded this file as new to the bank — OSPool harvest ledger (cluster/finds_ospool.tsv), recorded new to the bank at the pull of 2026-09-02 19:12 UTC",twin-shipped,no-published-count-on-record,no published count for this cell is recorded in the repo,unrecorded,unrecorded,"our own tooling produced this rule — a worker log names this exact file on a production line — legendre_worker_d5p13.log: banked legendre_d5_p13_n1212.csv  (relative exactness 8.88e-16); another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/L2ECON-LT0002.tsv (that machine's own log legendre.log), banked 2026-09-11T14:38:02; a cluster harvest ledger recorded this file as new to the bank — OSPool harvest ledger (cluster/finds_ospool.tsv), recorded new to the bank at the pull of 2026-09-02 19:12 UTC. There is no entry in rules/literature.tsv and no node-level match against the published rules held locally, so this is our work",591,no,2.554529e-18,4.598699e-73,3.523933e-36,17+80,1,+2.019e-18,3.693651e-05,2.062164806,4.917608e-07,legendre_d5_p13_n1212.csv,ab572dac6ffe6a3d7bc322bd05a67b455a5a513f1f02688c171257b59ff333ef,sync,twin-round-down
legendre,5,15,8,2500,0.597720,F,free nodes (no imposed symmetry),ours,host-provenance-index,"another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/L2ECON-LT0002.tsv (that machine's own log legendre.log), banked 2026-09-19T13:32:57; rules/lineage records how we made it: promoted from symq/legendre_stage, staged by an earlier run of this tool (update_legendre.jl) (parent none)",twin-shipped,no-published-count-on-record,no published count for this cell is recorded in the repo,none,none,"our own tooling produced this rule — another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/L2ECON-LT0002.tsv (that machine's own log legendre.log), banked 2026-09-19T13:32:57; rules/lineage records how we made it: promoted from symq/legendre_stage, staged by an earlier run of this tool (update_legendre.jl) (parent none). There is no entry in rules/literature.tsv and no node-level match against the published rules held locally, so this is our work",992,no,2.905781e-18,4.604816e-73,1.691956e-36,17+80,1,-1.098e-18,3.403588e-05,2.073173651,4.997914e-07,legendre_d5_p15_n2500.csv,80d52b950d0ee935fe57d583dfed4b6f5f88405104fb1a093a65aab18b0448a7,sync,twin-round-down
legendre,5,17,9,3872,0.579889,F,free nodes (no imposed symmetry),ours,log-names-file,"a worker log names this exact file on a production line — pairbig_d5p17_s21.log: banked legendre_d5_p17_n3872.csv  (relative exactness 1.33e-15); another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/poppyrose.tsv (that machine's own log pairbig_d5p17_s21.log), banked 2026-09-18T22:22:31; rules/lineage records how we made it: promoted from symq/legendre_stage, staged by an earlier run of this tool (update_legendre.jl) (parent none)",twin-shipped,no-published-count-on-record,no published count for this cell is recorded in the repo,none,none,"our own tooling produced this rule — a worker log names this exact file on a production line — pairbig_d5p17_s21.log: banked legendre_d5_p17_n3872.csv  (relative exactness 1.33e-15); another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/poppyrose.tsv (that machine's own log pairbig_d5p17_s21.log), banked 2026-09-18T22:22:31; rules/lineage records how we made it: promoted from symq/legendre_stage, staged by an earlier run of this tool (update_legendre.jl) (parent none). There is no entry in rules/literature.tsv and no node-level match against the published rules held locally, so this is our work",-,unknown,2.361830e-18,1.247760e-71,3.461490e-36,17+80,1,+2.744e-19,1.078114e-05,2.123498991,4.997865e-07,legendre_d5_p17_n3872.csv,cd8bca104ef0d34813ad4e9ee984c9f32b7d36c9d703886269866726289753d6,sync,twin-round-down
legendre,5,19,10,6826,0.584566,F,free nodes (no imposed symmetry),ours,lineage,"rules/lineage records how we made it: promoted from symq/legendre_stage, staged by an earlier run of this tool (update_legendre.jl) (parent none)",twin-shipped,no-published-count-on-record,no published count for this cell is recorded in the repo,none,none,"our own tooling produced this rule — rules/lineage records how we made it: promoted from symq/legendre_stage, staged by an earlier run of this tool (update_legendre.jl) (parent none). There is no entry in rules/literature.tsv and no node-level match against the published rules held locally, so this is our work",-,unknown,1.427811e-18,1.372211e-78,1.948017e-36,17+80,1,+1.177e-18,5.855746e-06,2.117763846,4.925994e-07,legendre_d5_p19_n6826.csv,ae009ef861419ee43cb14cac39187185adbffd2fb8ba396f1e58d6ac666a6d7a,sync,twin-round-down
legendre,5,21,11,10984,0.584466,F,free nodes (no imposed symmetry),ours,lineage,"rules/lineage records how we made it: promoted from symq/legendre_stage, staged by an earlier run of this tool (update_legendre.jl) (parent none)",twin-shipped,no-published-count-on-record,no published count for this cell is recorded in the repo,none,none,"our own tooling produced this rule — rules/lineage records how we made it: promoted from symq/legendre_stage, staged by an earlier run of this tool (update_legendre.jl) (parent none). There is no entry in rules/literature.tsv and no node-level match against the published rules held locally, so this is our work",-,unknown,1.506783e-18,1.125276e-78,8.838372e-37,17+80,1,-2.329e-19,2.233637e-06,2.172337019,4.943925e-07,legendre_d5_p21_n10984.csv,7cfed6e5fe034b5d531211aca365dcde5d03383f1356db955488a65664bfcfac,sync,twin-round-down
